n,m,final_balance,total_return,trade_count,yearly_details
13,48,"₩152,303,513",15130.35%,80,"2014: ₩828,223 (-17.18%); 2015: ₩786,369 (-5.05%); 2016: ₩1,660,814 (111.20%); 2017: ₩4,687,714 (182.25%); 2018: ₩11,705,330 (149.70%); 2019: ₩12,341,268 (5.43%); 2020: ₩20,398,944 (65.29%); 2021: ₩92,630,348 (354.09%); 2022: ₩33,722,178 (-63.59%); 2023: ₩48,166,603 (42.83%); 2024: ₩152,303,513 (216.20%)"
13,49,"₩80,058,755",7905.88%,82,"2014: ₩828,223 (-17.18%); 2015: ₩770,651 (-6.95%); 2016: ₩1,627,618 (111.20%); 2017: ₩4,778,534 (193.59%); 2018: ₩11,107,711 (132.45%); 2019: ₩11,711,182 (5.43%); 2020: ₩11,415,280 (-2.53%); 2021: ₩51,836,084 (354.09%); 2022: ₩18,430,794 (-64.44%); 2023: ₩26,325,367 (42.83%); 2024: ₩80,058,755 (204.11%)"
13,50,"₩81,297,069",8029.71%,82,"2014: ₩828,223 (-17.18%); 2015: ₩766,501 (-7.45%); 2016: ₩1,618,852 (111.20%); 2017: ₩4,673,324 (188.68%); 2018: ₩10,685,203 (128.64%); 2019: ₩11,338,211 (6.11%); 2020: ₩11,357,823 (0.17%); 2021: ₩51,575,176 (354.09%); 2022: ₩18,340,532 (-64.44%); 2023: ₩26,196,443 (42.83%); 2024: ₩81,297,069 (210.34%)"
13,51,"₩135,412,032",13441.20%,82,"2014: ₩828,223 (-17.18%); 2015: ₩757,774 (-8.51%); 2016: ₩1,729,915 (128.29%); 2017: ₩5,554,217 (221.07%); 2018: ₩12,699,299 (128.64%); 2019: ₩13,696,303 (7.85%); 2020: ₩17,108,677 (24.91%); 2021: ₩78,153,518 (356.81%); 2022: ₩29,769,702 (-61.91%); 2023: ₩42,521,139 (42.83%); 2024: ₩135,412,032 (218.46%)"
13,52,"₩125,813,449",12481.34%,82,"2014: ₩784,926 (-21.51%); 2015: ₩722,376 (-7.97%); 2016: ₩1,644,159 (127.60%); 2017: ₩5,148,954 (213.17%); 2018: ₩11,772,696 (128.64%); 2019: ₩12,573,020 (6.80%); 2020: ₩15,228,762 (21.12%); 2021: ₩69,565,946 (356.81%); 2022: ₩26,980,631 (-61.22%); 2023: ₩38,537,408 (42.83%); 2024: ₩76,541,221 (98.62%); 2025: ₩125,813,449 (64.37%)"
13,53,"₩159,131,600",15813.16%,82,"2014: ₩784,926 (-21.51%); 2015: ₩722,376 (-7.97%); 2016: ₩1,644,159 (127.60%); 2017: ₩5,238,197 (218.59%); 2018: ₩11,398,833 (117.61%); 2019: ₩12,281,739 (7.75%); 2020: ₩19,139,665 (55.84%); 2021: ₩86,961,756 (354.35%); 2022: ₩34,125,692 (-60.76%); 2023: ₩48,742,956 (42.83%); 2024: ₩96,811,009 (98.62%); 2025: ₩159,131,600 (64.37%)"
13,54,"₩219,429,367",21842.94%,74,"2014: ₩784,926 (-21.51%); 2015: ₩720,018 (-8.27%); 2016: ₩1,638,792 (127.60%); 2017: ₩5,221,101 (218.59%); 2018: ₩14,574,278 (179.14%); 2019: ₩16,352,993 (12.20%); 2020: ₩25,750,104 (57.46%); 2021: ₩116,996,520 (354.35%); 2022: ₩47,386,972 (-59.50%); 2023: ₩67,212,521 (41.84%); 2024: ₩133,494,406 (98.62%); 2025: ₩219,429,367 (64.37%)"
13,55,"₩197,444,725",19644.47%,74,"2014: ₩784,926 (-21.51%); 2015: ₩687,002 (-12.48%); 2016: ₩1,558,446 (126.85%); 2017: ₩5,083,325 (226.18%); 2018: ₩14,425,997 (183.79%); 2019: ₩16,186,615 (12.20%); 2020: ₩25,335,175 (56.52%); 2021: ₩115,111,276 (354.35%); 2022: ₩47,486,054 (-58.75%); 2023: ₩61,805,440 (30.15%); 2024: ₩120,119,593 (94.35%); 2025: ₩197,444,725 (64.37%)"
13,56,"₩169,579,453",16857.95%,74,"2014: ₩730,469 (-26.95%); 2015: ₩634,706 (-13.11%); 2016: ₩1,441,702 (127.14%); 2017: ₩4,690,246 (225.33%); 2018: ₩13,310,474 (183.79%); 2019: ₩15,102,542 (13.46%); 2020: ₩23,638,392 (56.52%); 2021: ₩105,186,172 (344.98%); 2022: ₩41,114,363 (-60.91%); 2023: ₩52,931,335 (28.74%); 2024: ₩103,411,225 (95.37%); 2025: ₩169,579,453 (63.99%)"
13,57,"₩146,366,642",14536.66%,72,"2014: ₩730,469 (-26.95%); 2015: ₩653,681 (-10.51%); 2016: ₩1,502,586 (129.87%); 2017: ₩4,878,713 (224.69%); 2018: ₩13,521,544 (177.15%); 2019: ₩15,342,030 (13.46%); 2020: ₩22,913,637 (49.35%); 2021: ₩103,472,132 (351.57%); 2022: ₩40,444,392 (-60.91%); 2023: ₩44,746,007 (10.64%); 2024: ₩89,255,824 (99.47%); 2025: ₩146,366,642 (63.99%)"
13,58,"₩143,013,690",14201.37%,72,"2014: ₩742,003 (-25.80%); 2015: ₩661,832 (-10.80%); 2016: ₩1,475,450 (122.93%); 2017: ₩4,781,871 (224.10%); 2018: ₩13,253,141 (177.15%); 2019: ₩15,037,491 (13.46%); 2020: ₩22,338,286 (48.55%); 2021: ₩100,873,996 (351.57%); 2022: ₩39,428,853 (-60.91%); 2023: ₩43,622,456 (10.64%); 2024: ₩87,211,160 (99.92%); 2025: ₩143,013,690 (63.99%)"
13,59,"₩219,766,233",21876.62%,72,"2014: ₩742,003 (-25.80%); 2015: ₩661,832 (-10.80%); 2016: ₩1,458,001 (120.30%); 2017: ₩4,486,814 (207.74%); 2018: ₩12,858,410 (186.58%); 2019: ₩14,681,222 (14.18%); 2020: ₩21,608,482 (47.18%); 2021: ₩97,578,387 (351.57%); 2022: ₩61,135,635 (-37.35%); 2023: ₩67,112,044 (9.78%); 2024: ₩134,015,619 (99.69%); 2025: ₩219,766,233 (63.99%)"
13,60,"₩206,035,850",20503.58%,70,"2014: ₩742,003 (-25.80%); 2015: ₩696,180 (-6.18%); 2016: ₩1,527,678 (119.44%); 2017: ₩4,770,564 (212.28%); 2018: ₩13,671,587 (186.58%); 2019: ₩15,609,676 (14.18%); 2020: ₩22,975,023 (47.18%); 2021: ₩102,722,113 (347.10%); 2022: ₩55,904,086 (-45.58%); 2023: ₩59,796,690 (6.96%); 2024: ₩125,642,695 (110.12%); 2025: ₩206,035,850 (63.99%)"
13,61,"₩107,845,237",10684.52%,72,"2014: ₩742,003 (-25.80%); 2015: ₩620,887 (-16.32%); 2016: ₩1,362,457 (119.44%); 2017: ₩4,160,305 (205.35%); 2018: ₩11,922,692 (186.58%); 2019: ₩13,612,857 (14.18%); 2020: ₩20,070,759 (47.44%); 2021: ₩88,268,675 (339.79%); 2022: ₩48,651,405 (-44.88%); 2023: ₩53,407,399 (9.78%); 2024: ₩107,845,237 (101.93%)"
13,62,"₩126,930,764",12593.08%,70,"2014: ₩742,003 (-25.80%); 2015: ₩600,523 (-19.07%); 2016: ₩1,324,756 (120.60%); 2017: ₩3,556,545 (168.47%); 2018: ₩10,363,920 (191.40%); 2019: ₩11,833,113 (14.18%); 2020: ₩17,446,708 (47.44%); 2021: ₩77,495,715 (344.19%); 2022: ₩56,635,841 (-26.92%); 2023: ₩62,172,365 (9.78%); 2024: ₩126,930,764 (104.16%)"
13,63,"₩54,763,221",5376.32%,68,"2014: ₩742,003 (-25.80%); 2015: ₩595,990 (-19.68%); 2016: ₩787,753 (32.18%); 2017: ₩2,167,702 (175.18%); 2018: ₩6,184,092 (185.28%); 2019: ₩6,760,128 (9.31%); 2020: ₩9,821,609 (45.29%); 2021: ₩43,194,202 (339.79%); 2022: ₩23,852,136 (-44.78%); 2023: ₩26,183,839 (9.78%); 2024: ₩54,763,221 (109.15%)"
13,64,"₩49,924,878",4892.49%,66,"2014: ₩742,003 (-25.80%); 2015: ₩654,973 (-11.73%); 2016: ₩859,981 (31.30%); 2017: ₩2,366,454 (175.18%); 2018: ₩6,497,440 (174.56%); 2019: ₩7,102,664 (9.31%); 2020: ₩10,319,270 (45.29%); 2021: ₩46,335,353 (349.02%); 2022: ₩33,889,798 (-26.86%); 2023: ₩36,530,364 (7.79%); 2024: ₩49,924,878 (36.67%)"
13,65,"₩47,855,311",4685.53%,66,"2014: ₩742,003 (-25.80%); 2015: ₩654,973 (-11.73%); 2016: ₩866,168 (32.24%); 2017: ₩2,273,903 (162.52%); 2018: ₩6,243,327 (174.56%); 2019: ₩6,756,626 (8.22%); 2020: ₩9,816,521 (45.29%); 2021: ₩44,490,123 (353.22%); 2022: ₩32,484,944 (-26.98%); 2023: ₩35,016,049 (7.79%); 2024: ₩47,855,311 (36.67%)"
13,66,"₩47,832,551",4683.26%,66,"2014: ₩742,003 (-25.80%); 2015: ₩649,918 (-12.41%); 2016: ₩875,040 (34.64%); 2017: ₩2,408,335 (175.23%); 2018: ₩6,394,886 (165.53%); 2019: ₩6,920,646 (8.22%); 2020: ₩9,972,319 (44.10%); 2021: ₩44,841,235 (349.66%); 2022: ₩32,867,550 (-26.70%); 2023: ₩35,428,466 (7.79%); 2024: ₩47,832,551 (35.01%)"
13,67,"₩34,681,809",3368.18%,66,"2014: ₩742,003 (-25.80%); 2015: ₩618,178 (-16.69%); 2016: ₩814,238 (31.72%); 2017: ₩2,240,991 (175.23%); 2018: ₩5,950,534 (165.53%); 2019: ₩6,374,939 (7.13%); 2020: ₩8,630,462 (35.38%); 2021: ₩35,159,179 (307.38%); 2022: ₩25,144,774 (-28.48%); 2023: ₩25,688,014 (2.16%); 2024: ₩34,681,809 (35.01%)"
13,68,"₩52,684,184",5168.42%,64,"2014: ₩742,003 (-25.80%); 2015: ₩620,569 (-16.37%); 2016: ₩824,055 (32.79%); 2017: ₩1,713,383 (107.92%); 2018: ₩6,780,192 (295.72%); 2019: ₩7,723,503 (13.91%); 2020: ₩9,449,324 (22.35%); 2021: ₩52,351,124 (454.02%); 2022: ₩37,816,817 (-27.76%); 2023: ₩38,633,830 (2.16%); 2024: ₩52,684,184 (36.37%)"
13,69,"₩113,465,388",11246.54%,68,"2014: ₩742,003 (-25.80%); 2015: ₩619,291 (-16.54%); 2016: ₩814,216 (31.48%); 2017: ₩2,257,466 (177.26%); 2018: ₩8,527,823 (277.76%); 2019: ₩16,974,282 (99.05%); 2020: ₩20,767,194 (22.35%); 2021: ₩114,105,784 (449.45%); 2022: ₩82,426,454 (-27.76%); 2023: ₩84,207,236 (2.16%); 2024: ₩113,465,388 (34.75%)"
13,70,"₩104,632,121",10363.21%,66,"2014: ₩765,071 (-23.49%); 2015: ₩633,958 (-17.14%); 2016: ₩833,500 (31.48%); 2017: ₩2,310,931 (177.26%); 2018: ₩8,729,792 (277.76%); 2019: ₩21,628,649 (147.76%); 2020: ₩19,575,206 (-9.49%); 2021: ₩104,654,340 (434.63%); 2022: ₩76,009,564 (-27.37%); 2023: ₩77,651,713 (2.16%); 2024: ₩104,632,121 (34.75%)"
13,71,"₩59,116,887",5811.69%,64,"2014: ₩765,071 (-23.49%); 2015: ₩631,515 (-17.46%); 2016: ₩830,288 (31.48%); 2017: ₩2,302,026 (177.26%); 2018: ₩6,568,375 (185.33%); 2019: ₩16,056,952 (144.46%); 2020: ₩14,532,491 (-9.49%); 2021: ₩65,335,016 (349.58%); 2022: ₩47,452,271 (-27.37%); 2023: ₩43,866,022 (-7.56%); 2024: ₩59,116,887 (34.77%)"
13,72,"₩39,093,687",3809.37%,64,"2014: ₩765,071 (-23.49%); 2015: ₩621,743 (-18.73%); 2016: ₩826,414 (32.92%); 2017: ₩2,384,733 (188.56%); 2018: ₩7,020,589 (194.40%); 2019: ₩17,162,427 (144.46%); 2020: ₩15,382,048 (-10.37%); 2021: ₩70,022,033 (355.22%); 2022: ₩31,181,455 (-55.47%); 2023: ₩28,824,888 (-7.56%); 2024: ₩39,093,687 (35.62%)"
13,73,"₩28,479,737",2747.97%,58,"2014: ₩765,071 (-23.49%); 2015: ₩608,532 (-20.46%); 2016: ₩808,854 (32.92%); 2017: ₩2,334,062 (188.56%); 2018: ₩6,871,413 (194.40%); 2019: ₩17,955,433 (161.31%); 2020: ₩16,012,584 (-10.82%); 2021: ₩72,892,353 (355.22%); 2022: ₩34,262,510 (-53.00%); 2023: ₩31,673,089 (-7.56%); 2024: ₩28,479,737 (-10.08%)"
13,74,"₩29,829,849",2882.98%,56,"2014: ₩765,071 (-23.49%); 2015: ₩640,535 (-16.28%); 2016: ₩851,391 (32.92%); 2017: ₩2,444,710 (187.14%); 2018: ₩7,197,160 (194.40%); 2019: ₩18,806,629 (161.31%); 2020: ₩16,771,677 (-10.82%); 2021: ₩76,347,891 (355.22%); 2022: ₩35,886,760 (-53.00%); 2023: ₩33,174,585 (-7.56%); 2024: ₩29,829,849 (-10.08%)"
13,75,"₩29,755,576",2875.56%,56,"2014: ₩765,071 (-23.49%); 2015: ₩646,499 (-15.50%); 2016: ₩859,319 (32.92%); 2017: ₩2,469,218 (187.35%); 2018: ₩7,269,308 (194.40%); 2019: ₩18,995,156 (161.31%); 2020: ₩16,939,805 (-10.82%); 2021: ₩76,157,794 (349.58%); 2022: ₩35,797,406 (-53.00%); 2023: ₩33,091,984 (-7.56%); 2024: ₩29,755,576 (-10.08%)"
13,76,"₩55,281,997",5428.20%,56,"2014: ₩765,071 (-23.49%); 2015: ₩645,340 (-15.65%); 2016: ₩857,779 (32.92%); 2017: ₩2,360,523 (175.19%); 2018: ₩6,949,314 (194.40%); 2019: ₩18,158,993 (161.31%); 2020: ₩16,194,118 (-10.82%); 2021: ₩86,312,138 (432.98%); 2022: ₩66,506,933 (-22.95%); 2023: ₩61,480,610 (-7.56%); 2024: ₩55,281,997 (-10.08%)"
13,77,"₩51,407,761",5040.78%,56,"2014: ₩702,449 (-29.76%); 2015: ₩592,519 (-15.65%); 2016: ₩787,569 (32.92%); 2017: ₩2,167,313 (175.19%); 2018: ₩6,380,509 (194.40%); 2019: ₩16,672,670 (161.31%); 2020: ₩14,923,372 (-10.49%); 2021: ₩79,878,798 (435.26%); 2022: ₩61,549,789 (-22.95%); 2023: ₩56,898,106 (-7.56%); 2024: ₩51,407,761 (-9.65%)"
13,78,"₩50,787,155",4978.72%,56,"2014: ₩681,270 (-31.87%); 2015: ₩553,370 (-18.77%); 2016: ₩735,533 (32.92%); 2017: ₩2,024,116 (175.19%); 2018: ₩5,958,942 (194.40%); 2019: ₩15,571,088 (161.31%); 2020: ₩13,902,724 (-10.71%); 2021: ₩74,415,680 (435.26%); 2022: ₩57,340,239 (-22.95%); 2023: ₩56,211,220 (-1.97%); 2024: ₩50,787,155 (-9.65%)"
13,79,"₩57,218,752",5621.88%,56,"2014: ₩681,270 (-31.87%); 2015: ₩598,191 (-12.19%); 2016: ₩795,109 (32.92%); 2017: ₩2,188,062 (175.19%); 2018: ₩6,818,532 (211.62%); 2019: ₩17,817,251 (161.31%); 2020: ₩15,908,222 (-10.71%); 2021: ₩85,150,298 (435.26%); 2022: ₩65,611,689 (-22.95%); 2023: ₩63,329,711 (-3.48%); 2024: ₩57,218,752 (-9.65%)"
14,20,"₩38,537,177",3753.72%,170,"2014: ₩560,465 (-43.95%); 2015: ₩798,798 (42.52%); 2016: ₩687,223 (-13.97%); 2017: ₩7,998,815 (1063.93%); 2018: ₩6,412,080 (-19.84%); 2019: ₩9,124,580 (42.30%); 2020: ₩11,587,978 (27.00%); 2021: ₩17,351,475 (49.74%); 2022: ₩11,328,462 (-34.71%); 2023: ₩18,570,047 (63.92%); 2024: ₩38,238,067 (105.91%); 2025: ₩38,537,177 (0.78%)"
14,21,"₩35,323,580",3432.36%,162,"2014: ₩542,744 (-45.73%); 2015: ₩738,725 (36.11%); 2016: ₩560,569 (-24.12%); 2017: ₩10,295,959 (1736.70%); 2018: ₩8,253,537 (-19.84%); 2019: ₩11,344,723 (37.45%); 2020: ₩13,390,564 (18.03%); 2021: ₩19,294,718 (44.09%); 2022: ₩12,324,482 (-36.13%); 2023: ₩17,283,389 (40.24%); 2024: ₩35,049,412 (102.79%); 2025: ₩35,323,580 (0.78%)"
14,22,"₩23,557,034",2255.70%,158,"2014: ₩564,950 (-43.50%); 2015: ₩744,145 (31.72%); 2016: ₩737,040 (-0.95%); 2017: ₩13,587,300 (1743.50%); 2018: ₩11,648,116 (-14.27%); 2019: ₩9,118,761 (-21.71%); 2020: ₩9,759,116 (7.02%); 2021: ₩14,468,473 (48.26%); 2022: ₩9,180,793 (-36.55%); 2023: ₩11,898,444 (29.60%); 2024: ₩23,374,193 (96.45%); 2025: ₩23,557,034 (0.78%)"
14,23,"₩15,955,995",1495.60%,152,"2014: ₩723,229 (-27.68%); 2015: ₩942,263 (30.29%); 2016: ₩926,532 (-1.67%); 2017: ₩8,363,794 (802.70%); 2018: ₩7,583,837 (-9.33%); 2019: ₩6,255,219 (-17.52%); 2020: ₩7,181,758 (14.81%); 2021: ₩10,434,520 (45.29%); 2022: ₩6,629,604 (-36.46%); 2023: ₩8,357,003 (26.06%); 2024: ₩15,832,151 (89.45%); 2025: ₩15,955,995 (0.78%)"
14,24,"₩29,804,997",2880.50%,146,"2014: ₩507,630 (-49.24%); 2015: ₩669,033 (31.80%); 2016: ₩736,697 (10.11%); 2017: ₩8,041,495 (991.56%); 2018: ₩7,024,709 (-12.64%); 2019: ₩9,516,460 (35.47%); 2020: ₩10,812,853 (13.62%); 2021: ₩18,394,156 (70.11%); 2022: ₩12,155,218 (-33.92%); 2023: ₩16,765,423 (37.93%); 2024: ₩29,573,662 (76.40%); 2025: ₩29,804,997 (0.78%)"
14,25,"₩45,345,931",4434.59%,148,"2014: ₩535,140 (-46.49%); 2015: ₩698,402 (30.51%); 2016: ₩789,596 (13.06%); 2017: ₩8,403,116 (964.23%); 2018: ₩4,122,303 (-50.94%); 2019: ₩9,713,114 (135.62%); 2020: ₩14,597,916 (50.29%); 2021: ₩25,143,774 (72.24%); 2022: ₩16,515,694 (-34.31%); 2023: ₩22,344,392 (35.29%); 2024: ₩44,993,973 (101.37%); 2025: ₩45,345,931 (0.78%)"
14,26,"₩42,506,776",4150.68%,144,"2014: ₩535,140 (-46.49%); 2015: ₩686,955 (28.37%); 2016: ₩712,678 (3.74%); 2017: ₩6,941,844 (874.05%); 2018: ₩3,431,697 (-50.57%); 2019: ₩7,883,028 (129.71%); 2020: ₩14,679,198 (86.21%); 2021: ₩29,213,374 (99.01%); 2022: ₩15,552,769 (-46.76%); 2023: ₩21,081,204 (35.55%); 2024: ₩42,176,855 (100.07%); 2025: ₩42,506,776 (0.78%)"
14,27,"₩49,073,415",4807.34%,132,"2014: ₩526,523 (-47.35%); 2015: ₩656,389 (24.66%); 2016: ₩612,502 (-6.69%); 2017: ₩5,417,173 (784.43%); 2018: ₩4,889,400 (-9.74%); 2019: ₩6,150,244 (25.79%); 2020: ₩15,274,243 (148.35%); 2021: ₩30,077,465 (96.92%); 2022: ₩16,203,353 (-46.13%); 2023: ₩21,978,059 (35.64%); 2024: ₩48,418,167 (120.30%); 2025: ₩49,073,415 (1.35%)"
14,28,"₩47,757,210",4675.72%,128,"2014: ₩526,523 (-47.35%); 2015: ₩672,188 (27.67%); 2016: ₩601,630 (-10.50%); 2017: ₩5,046,592 (738.82%); 2018: ₩4,315,802 (-14.48%); 2019: ₩5,105,056 (18.29%); 2020: ₩12,269,666 (140.34%); 2021: ₩26,514,470 (116.10%); 2022: ₩16,002,182 (-39.65%); 2023: ₩21,604,159 (35.01%); 2024: ₩47,594,455 (120.30%); 2025: ₩47,757,210 (0.34%)"
14,29,"₩66,955,360",6595.54%,124,"2014: ₩475,971 (-52.40%); 2015: ₩580,411 (21.94%); 2016: ₩556,405 (-4.14%); 2017: ₩4,310,226 (674.66%); 2018: ₩3,470,521 (-19.48%); 2019: ₩4,059,499 (16.97%); 2020: ₩6,128,580 (50.97%); 2021: ₩36,797,605 (500.43%); 2022: ₩22,405,128 (-39.11%); 2023: ₩30,174,531 (34.68%); 2024: ₩66,727,178 (121.14%); 2025: ₩66,955,360 (0.34%)"
14,30,"₩31,681,471",3068.15%,120,"2014: ₩463,507 (-53.65%); 2015: ₩549,588 (18.57%); 2016: ₩530,828 (-3.41%); 2017: ₩3,786,444 (613.31%); 2018: ₩2,597,829 (-31.39%); 2019: ₩3,170,815 (22.06%); 2020: ₩5,650,491 (78.20%); 2021: ₩29,669,408 (425.08%); 2022: ₩16,177,116 (-45.48%); 2023: ₩21,976,720 (35.85%); 2024: ₩31,573,502 (43.67%); 2025: ₩31,681,471 (0.34%)"
14,31,"₩20,936,896",1993.69%,118,"2014: ₩463,507 (-53.65%); 2015: ₩456,462 (-1.52%); 2016: ₩596,656 (30.71%); 2017: ₩4,255,996 (613.31%); 2018: ₩2,859,481 (-32.81%); 2019: ₩2,986,937 (4.46%); 2020: ₩5,347,431 (79.03%); 2021: ₩22,351,292 (317.98%); 2022: ₩10,682,169 (-52.21%); 2023: ₩14,317,463 (34.03%); 2024: ₩20,716,297 (44.69%); 2025: ₩20,936,896 (1.06%)"
14,32,"₩191,595,772",19059.58%,114,"2014: ₩461,966 (-53.80%); 2015: ₩382,036 (-17.30%); 2016: ₩493,175 (29.09%); 2017: ₩2,111,601 (328.16%); 2018: ₩7,190,760 (240.54%); 2019: ₩10,040,602 (39.63%); 2020: ₩17,137,904 (70.69%); 2021: ₩80,185,437 (367.88%); 2022: ₩55,395,764 (-30.92%); 2023: ₩74,241,244 (34.02%); 2024: ₩190,942,820 (157.19%); 2025: ₩191,595,772 (0.34%)"
14,33,"₩77,897,128",7689.71%,116,"2014: ₩476,105 (-52.39%); 2015: ₩388,428 (-18.42%); 2016: ₩553,739 (42.56%); 2017: ₩2,398,348 (333.12%); 2018: ₩8,049,564 (235.63%); 2019: ₩11,447,207 (42.21%); 2020: ₩19,484,626 (70.21%); 2021: ₩33,650,159 (72.70%); 2022: ₩22,516,532 (-33.09%); 2023: ₩30,085,190 (33.61%); 2024: ₩77,376,816 (157.19%); 2025: ₩77,897,128 (0.67%)"
14,34,"₩202,629,351",20162.94%,112,"2014: ₩474,083 (-52.59%); 2015: ₩405,459 (-14.48%); 2016: ₩614,077 (51.45%); 2017: ₩2,622,693 (327.10%); 2018: ₩7,978,279 (204.20%); 2019: ₩11,176,123 (40.08%); 2020: ₩18,834,857 (68.53%); 2021: ₩89,747,837 (376.50%); 2022: ₩61,268,247 (-31.73%); 2023: ₩78,519,276 (28.16%); 2024: ₩201,275,893 (156.34%); 2025: ₩202,629,351 (0.67%)"
14,35,"₩209,669,975",20867.00%,112,"2014: ₩487,973 (-51.20%); 2015: ₩421,139 (-13.70%); 2016: ₩637,824 (51.45%); 2017: ₩2,687,165 (321.30%); 2018: ₩8,174,403 (204.20%); 2019: ₩10,865,716 (32.92%); 2020: ₩20,666,904 (90.20%); 2021: ₩99,001,671 (379.03%); 2022: ₩65,472,488 (-33.87%); 2023: ₩83,907,288 (28.16%); 2024: ₩213,160,587 (154.04%); 2025: ₩209,669,975 (-1.64%)"
14,36,"₩489,056,979",48805.70%,106,"2014: ₩624,504 (-37.55%); 2015: ₩535,080 (-14.32%); 2016: ₩813,678 (52.07%); 2017: ₩3,683,089 (352.65%); 2018: ₩11,245,151 (205.32%); 2019: ₩15,025,792 (33.62%); 2020: ₩26,774,454 (78.19%); 2021: ₩228,927,659 (755.02%); 2022: ₩160,334,896 (-29.96%); 2023: ₩205,479,684 (28.16%); 2024: ₩494,339,150 (140.58%); 2025: ₩489,056,979 (-1.07%)"
14,37,"₩648,673,914",64767.39%,96,"2014: ₩866,615 (-13.34%); 2015: ₩743,812 (-14.17%); 2016: ₩1,131,089 (52.07%); 2017: ₩5,222,027 (361.68%); 2018: ₩16,615,798 (218.19%); 2019: ₩20,017,461 (20.47%); 2020: ₩35,669,109 (78.19%); 2021: ₩291,186,670 (716.36%); 2022: ₩221,663,814 (-23.88%); 2023: ₩284,076,714 (28.16%); 2024: ₩655,680,065 (130.81%); 2025: ₩648,673,914 (-1.07%)"
14,38,"₩535,679,645",53467.96%,96,"2014: ₩869,542 (-13.05%); 2015: ₩736,871 (-15.26%); 2016: ₩1,162,556 (57.77%); 2017: ₩5,367,302 (361.68%); 2018: ₩15,056,633 (180.53%); 2019: ₩16,421,037 (9.06%); 2020: ₩28,545,165 (73.83%); 2021: ₩241,751,251 (746.91%); 2022: ₩177,060,106 (-26.76%); 2023: ₩219,082,529 (23.73%); 2024: ₩541,465,375 (147.15%); 2025: ₩535,679,645 (-1.07%)"
14,39,"₩350,126,718",34912.67%,94,"2014: ₩885,645 (-11.44%); 2015: ₩750,517 (-15.26%); 2016: ₩1,310,874 (74.66%); 2017: ₩3,974,875 (203.22%); 2018: ₩10,958,518 (175.69%); 2019: ₩11,871,227 (8.33%); 2020: ₩20,636,098 (73.83%); 2021: ₩165,336,418 (701.20%); 2022: ₩118,148,070 (-28.54%); 2023: ₩144,200,331 (22.05%); 2024: ₩353,908,341 (145.43%); 2025: ₩350,126,718 (-1.07%)"
14,40,"₩269,746,172",26874.62%,96,"2014: ₩881,253 (-11.87%); 2015: ₩1,105,446 (25.44%); 2016: ₩1,923,002 (73.96%); 2017: ₩5,830,991 (203.22%); 2018: ₩16,017,926 (174.70%); 2019: ₩17,525,542 (9.41%); 2020: ₩30,724,261 (75.31%); 2021: ₩237,282,353 (672.30%); 2022: ₩91,084,753 (-61.61%); 2023: ₩111,095,456 (21.97%); 2024: ₩272,659,627 (145.43%); 2025: ₩269,746,172 (-1.07%)"
14,41,"₩109,611,938",10861.19%,94,"2014: ₩539,339 (-46.07%); 2015: ₩676,547 (25.44%); 2016: ₩998,892 (47.65%); 2017: ₩3,028,873 (203.22%); 2018: ₩8,434,773 (178.48%); 2019: ₩9,006,636 (6.78%); 2020: ₩11,537,082 (28.10%); 2021: ₩89,100,464 (672.30%); 2022: ₩34,688,783 (-61.07%); 2023: ₩45,143,877 (30.14%); 2024: ₩110,795,826 (145.43%); 2025: ₩109,611,938 (-1.07%)"
14,42,"₩103,199,888",10219.99%,92,"2014: ₩563,030 (-43.70%); 2015: ₩677,661 (20.36%); 2016: ₩912,662 (34.68%); 2017: ₩2,767,403 (203.22%); 2018: ₩7,592,704 (174.36%); 2019: ₩8,511,069 (12.10%); 2020: ₩10,880,387 (27.84%); 2021: ₩82,238,673 (655.84%); 2022: ₩31,894,363 (-61.22%); 2023: ₩41,559,523 (30.30%); 2024: ₩101,998,807 (145.43%); 2025: ₩103,199,888 (1.18%)"
14,43,"₩63,563,298",6256.33%,90,"2014: ₩563,030 (-43.70%); 2015: ₩685,347 (21.72%); 2016: ₩826,256 (20.56%); 2017: ₩2,532,784 (206.54%); 2018: ₩6,708,140 (164.85%); 2019: ₩7,449,597 (11.05%); 2020: ₩13,033,758 (74.96%); 2021: ₩56,849,934 (336.17%); 2022: ₩20,163,911 (-64.53%); 2023: ₩26,228,288 (30.08%); 2024: ₩62,823,523 (139.53%); 2025: ₩63,563,298 (1.18%)"
14,44,"₩91,144,108",9014.41%,86,"2014: ₩563,030 (-43.70%); 2015: ₩509,083 (-9.58%); 2016: ₩1,035,010 (103.31%); 2017: ₩3,172,694 (206.54%); 2018: ₩10,015,364 (215.67%); 2019: ₩10,707,716 (6.91%); 2020: ₩18,587,527 (73.59%); 2021: ₩46,389,936 (149.58%); 2022: ₩17,814,405 (-61.60%); 2023: ₩23,961,454 (34.51%); 2024: ₩90,083,337 (275.95%); 2025: ₩91,144,108 (1.18%)"
