n,m,final_balance,total_return,trade_count,yearly_details
12,78,"₩20,967,659",1996.77%,378,"2014: ₩758,645 (-24.14%); 2015: ₩642,141 (-15.36%); 2016: ₩721,477 (12.36%); 2017: ₩5,527,805 (666.18%); 2018: ₩3,625,832 (-34.41%); 2019: ₩7,369,637 (103.25%); 2020: ₩12,478,157 (69.32%); 2021: ₩21,471,699 (72.07%); 2022: ₩11,798,305 (-45.05%); 2023: ₩13,646,598 (15.67%); 2024: ₩23,524,028 (72.38%); 2025: ₩20,967,659 (-10.87%)"
12,79,"₩27,095,834",2609.58%,368,"2014: ₩1,083,965 (8.40%); 2015: ₩941,101 (-13.18%); 2016: ₩1,074,086 (14.13%); 2017: ₩8,240,933 (667.25%); 2018: ₩5,752,810 (-30.19%); 2019: ₩11,650,759 (102.52%); 2020: ₩19,451,105 (66.95%); 2021: ₩34,245,811 (76.06%); 2022: ₩20,091,223 (-41.33%); 2023: ₩23,229,213 (15.62%); 2024: ₩30,422,845 (30.97%); 2025: ₩27,095,834 (-10.94%)"
13,20,"₩9,104",-99.09%,1188,"2014: ₩204,532 (-79.55%); 2015: ₩125,644 (-38.57%); 2016: ₩74,302 (-40.86%); 2017: ₩316,740 (326.28%); 2018: ₩70,380 (-77.78%); 2019: ₩64,886 (-7.81%); 2020: ₩92,785 (43.00%); 2021: ₩122,472 (32.00%); 2022: ₩22,780 (-81.40%); 2023: ₩13,090 (-42.54%); 2024: ₩10,681 (-18.41%); 2025: ₩9,104 (-14.76%)"
13,21,"₩19,826",-98.02%,1132,"2014: ₩183,368 (-81.66%); 2015: ₩153,891 (-16.08%); 2016: ₩84,687 (-44.97%); 2017: ₩380,959 (349.84%); 2018: ₩100,934 (-73.51%); 2019: ₩109,272 (8.26%); 2020: ₩167,525 (53.31%); 2021: ₩199,664 (19.18%); 2022: ₩38,994 (-80.47%); 2023: ₩25,272 (-35.19%); 2024: ₩21,735 (-13.99%); 2025: ₩19,826 (-8.78%)"
13,22,"₩63,399",-93.66%,1080,"2014: ₩194,604 (-80.54%); 2015: ₩201,572 (3.58%); 2016: ₩131,689 (-34.67%); 2017: ₩588,039 (346.54%); 2018: ₩228,422 (-61.16%); 2019: ₩194,464 (-14.87%); 2020: ₩319,178 (64.13%); 2021: ₩516,537 (61.83%); 2022: ₩107,057 (-79.27%); 2023: ₩78,664 (-26.52%); 2024: ₩68,983 (-12.31%); 2025: ₩63,399 (-8.10%)"
13,23,"₩68,513",-93.15%,1032,"2014: ₩258,366 (-74.16%); 2015: ₩260,168 (0.70%); 2016: ₩169,597 (-34.81%); 2017: ₩690,881 (307.37%); 2018: ₩202,368 (-70.71%); 2019: ₩239,226 (18.21%); 2020: ₩317,577 (32.75%); 2021: ₩436,921 (37.58%); 2022: ₩99,929 (-77.13%); 2023: ₩84,035 (-15.91%); 2024: ₩75,407 (-10.27%); 2025: ₩68,513 (-9.14%)"
13,24,"₩140,829",-85.92%,970,"2014: ₩197,567 (-80.24%); 2015: ₩234,641 (18.77%); 2016: ₩172,222 (-26.60%); 2017: ₩637,663 (270.26%); 2018: ₩259,415 (-59.32%); 2019: ₩388,735 (49.85%); 2020: ₩522,411 (34.39%); 2021: ₩670,057 (28.26%); 2022: ₩190,019 (-71.64%); 2023: ₩170,247 (-10.40%); 2024: ₩151,114 (-11.24%); 2025: ₩140,829 (-6.81%)"
13,25,"₩293,749",-70.63%,918,"2014: ₩228,543 (-77.15%); 2015: ₩299,223 (30.93%); 2016: ₩287,502 (-3.92%); 2017: ₩1,473,378 (412.48%); 2018: ₩578,110 (-60.76%); 2019: ₩850,057 (47.04%); 2020: ₩1,152,548 (35.58%); 2021: ₩1,329,221 (15.33%); 2022: ₩403,608 (-69.64%); 2023: ₩368,036 (-8.81%); 2024: ₩316,866 (-13.90%); 2025: ₩293,749 (-7.30%)"
13,26,"₩448,185",-55.18%,886,"2014: ₩240,267 (-75.97%); 2015: ₩311,189 (29.52%); 2016: ₩281,438 (-9.56%); 2017: ₩1,814,763 (544.82%); 2018: ₩568,546 (-68.67%); 2019: ₩806,895 (41.92%); 2020: ₩1,272,235 (57.67%); 2021: ₩1,630,350 (28.15%); 2022: ₩462,408 (-71.64%); 2023: ₩462,810 (0.09%); 2024: ₩483,456 (4.46%); 2025: ₩448,185 (-7.30%)"
13,27,"₩524,910",-47.51%,856,"2014: ₩272,556 (-72.74%); 2015: ₩348,694 (27.94%); 2016: ₩287,879 (-17.44%); 2017: ₩2,724,376 (846.36%); 2018: ₩937,338 (-65.59%); 2019: ₩1,119,977 (19.48%); 2020: ₩1,613,082 (44.03%); 2021: ₩1,561,940 (-3.17%); 2022: ₩485,200 (-68.94%); 2023: ₩464,341 (-4.30%); 2024: ₩570,648 (22.89%); 2025: ₩524,910 (-8.02%)"
13,28,"₩829,908",-17.01%,824,"2014: ₩381,937 (-61.81%); 2015: ₩498,147 (30.43%); 2016: ₩365,629 (-26.60%); 2017: ₩4,489,952 (1128.01%); 2018: ₩1,903,945 (-57.60%); 2019: ₩2,235,089 (17.39%); 2020: ₩3,037,906 (35.92%); 2021: ₩3,075,298 (1.23%); 2022: ₩817,950 (-73.40%); 2023: ₩791,015 (-3.29%); 2024: ₩907,713 (14.75%); 2025: ₩829,908 (-8.57%)"
13,29,"₩1,423,329",42.33%,804,"2014: ₩362,228 (-63.78%); 2015: ₩430,759 (18.92%); 2016: ₩284,174 (-34.03%); 2017: ₩3,785,928 (1232.26%); 2018: ₩2,358,167 (-37.71%); 2019: ₩2,910,110 (23.41%); 2020: ₩3,645,082 (25.26%); 2021: ₩3,692,125 (1.29%); 2022: ₩1,321,453 (-64.21%); 2023: ₩1,369,081 (3.60%); 2024: ₩1,556,768 (13.71%); 2025: ₩1,423,329 (-8.57%)"
13,30,"₩1,199,676",19.97%,772,"2014: ₩350,815 (-64.92%); 2015: ₩422,915 (20.55%); 2016: ₩297,928 (-29.55%); 2017: ₩3,245,539 (989.37%); 2018: ₩2,283,152 (-29.65%); 2019: ₩2,179,009 (-4.56%); 2020: ₩2,546,660 (16.87%); 2021: ₩3,155,310 (23.90%); 2022: ₩1,056,461 (-66.52%); 2023: ₩1,189,169 (12.56%); 2024: ₩1,346,444 (13.23%); 2025: ₩1,199,676 (-10.90%)"
13,31,"₩814,087",-18.59%,754,"2014: ₩294,362 (-70.56%); 2015: ₩300,632 (2.13%); 2016: ₩224,967 (-25.17%); 2017: ₩2,199,308 (877.61%); 2018: ₩1,449,068 (-34.11%); 2019: ₩1,361,805 (-6.02%); 2020: ₩1,669,377 (22.59%); 2021: ₩1,977,609 (18.46%); 2022: ₩706,177 (-64.29%); 2023: ₩781,067 (10.60%); 2024: ₩915,854 (17.26%); 2025: ₩814,087 (-11.11%)"
13,32,"₩3,701,118",270.11%,722,"2014: ₩376,774 (-62.32%); 2015: ₩394,821 (4.79%); 2016: ₩321,549 (-18.56%); 2017: ₩3,352,315 (942.55%); 2018: ₩2,782,186 (-17.01%); 2019: ₩2,901,452 (4.29%); 2020: ₩3,518,500 (21.27%); 2021: ₩8,373,193 (137.98%); 2022: ₩3,198,568 (-61.80%); 2023: ₩3,632,813 (13.58%); 2024: ₩4,029,099 (10.91%); 2025: ₩3,701,118 (-8.14%)"
13,33,"₩4,671,077",367.11%,698,"2014: ₩345,634 (-65.44%); 2015: ₩381,987 (10.52%); 2016: ₩323,759 (-15.24%); 2017: ₩3,393,864 (948.27%); 2018: ₩2,572,684 (-24.20%); 2019: ₩2,953,226 (14.79%); 2020: ₩3,634,978 (23.08%); 2021: ₩10,505,662 (189.02%); 2022: ₩3,915,765 (-62.73%); 2023: ₩4,566,921 (16.63%); 2024: ₩5,062,952 (10.86%); 2025: ₩4,671,077 (-7.74%)"
13,34,"₩4,034,852",303.49%,704,"2014: ₩413,918 (-58.61%); 2015: ₩445,049 (7.52%); 2016: ₩490,287 (10.16%); 2017: ₩5,207,988 (962.23%); 2018: ₩3,265,743 (-37.29%); 2019: ₩3,592,635 (10.01%); 2020: ₩4,110,893 (14.43%); 2021: ₩10,902,694 (165.21%); 2022: ₩3,791,422 (-65.22%); 2023: ₩4,243,656 (11.93%); 2024: ₩4,362,898 (2.81%); 2025: ₩4,034,852 (-7.52%)"
13,35,"₩7,824,207",682.42%,680,"2014: ₩555,977 (-44.40%); 2015: ₩517,786 (-6.87%); 2016: ₩568,917 (9.87%); 2017: ₩8,952,625 (1473.63%); 2018: ₩4,992,466 (-44.23%); 2019: ₩5,429,142 (8.75%); 2020: ₩7,195,763 (32.54%); 2021: ₩19,677,821 (173.46%); 2022: ₩6,832,756 (-65.28%); 2023: ₩7,894,290 (15.54%); 2024: ₩8,503,890 (7.72%); 2025: ₩7,824,207 (-7.99%)"
13,36,"₩6,260,225",526.02%,652,"2014: ₩692,282 (-30.77%); 2015: ₩607,381 (-12.26%); 2016: ₩699,761 (15.21%); 2017: ₩10,392,775 (1385.19%); 2018: ₩5,871,817 (-43.50%); 2019: ₩6,693,874 (14.00%); 2020: ₩9,524,471 (42.29%); 2021: ₩16,948,889 (77.95%); 2022: ₩5,465,317 (-67.75%); 2023: ₩6,317,783 (15.60%); 2024: ₩6,822,012 (7.98%); 2025: ₩6,260,225 (-8.23%)"
13,37,"₩7,495,791",649.58%,648,"2014: ₩746,174 (-25.38%); 2015: ₩758,299 (1.62%); 2016: ₩973,814 (28.42%); 2017: ₩10,644,372 (993.06%); 2018: ₩6,320,980 (-40.62%); 2019: ₩8,088,699 (27.97%); 2020: ₩12,396,676 (53.26%); 2021: ₩20,583,714 (66.04%); 2022: ₩6,482,672 (-68.51%); 2023: ₩7,187,175 (10.87%); 2024: ₩8,168,456 (13.65%); 2025: ₩7,495,791 (-8.23%)"
13,38,"₩7,810,552",681.06%,638,"2014: ₩667,408 (-33.26%); 2015: ₩636,359 (-4.65%); 2016: ₩833,113 (30.92%); 2017: ₩9,026,225 (983.43%); 2018: ₩6,100,781 (-32.41%); 2019: ₩6,843,712 (12.18%); 2020: ₩10,614,341 (55.10%); 2021: ₩15,230,880 (43.49%); 2022: ₩5,357,811 (-64.82%); 2023: ₩7,874,269 (46.97%); 2024: ₩8,636,846 (9.68%); 2025: ₩7,810,552 (-9.57%)"
13,39,"₩6,159,794",515.98%,634,"2014: ₩694,234 (-30.58%); 2015: ₩727,086 (4.73%); 2016: ₩938,737 (29.11%); 2017: ₩5,758,692 (513.45%); 2018: ₩3,788,183 (-34.22%); 2019: ₩4,693,101 (23.89%); 2020: ₩7,044,005 (50.09%); 2021: ₩12,163,296 (72.68%); 2022: ₩4,302,696 (-64.63%); 2023: ₩6,375,545 (48.18%); 2024: ₩6,814,943 (6.89%); 2025: ₩6,159,794 (-9.61%)"
13,40,"₩9,604,217",860.42%,608,"2014: ₩693,347 (-30.67%); 2015: ₩712,137 (2.71%); 2016: ₩1,054,819 (48.12%); 2017: ₩7,553,750 (616.12%); 2018: ₩5,043,048 (-33.24%); 2019: ₩6,292,164 (24.77%); 2020: ₩9,734,539 (54.71%); 2021: ₩17,540,346 (80.19%); 2022: ₩6,388,287 (-63.58%); 2023: ₩9,774,539 (53.01%); 2024: ₩10,625,987 (8.71%); 2025: ₩9,604,217 (-9.62%)"
13,41,"₩9,562,667",856.27%,620,"2014: ₩630,977 (-36.90%); 2015: ₩623,350 (-1.21%); 2016: ₩878,429 (40.92%); 2017: ₩7,591,801 (764.25%); 2018: ₩4,635,371 (-38.94%); 2019: ₩5,718,827 (23.37%); 2020: ₩8,368,616 (46.33%); 2021: ₩15,983,982 (91.00%); 2022: ₩5,834,245 (-63.50%); 2023: ₩8,716,932 (49.41%); 2024: ₩10,580,017 (21.37%); 2025: ₩9,562,667 (-9.62%)"
13,42,"₩14,676,876",1367.69%,606,"2014: ₩625,828 (-37.42%); 2015: ₩760,855 (21.58%); 2016: ₩1,033,554 (35.84%); 2017: ₩11,282,166 (991.59%); 2018: ₩6,930,736 (-38.57%); 2019: ₩9,048,606 (30.56%); 2020: ₩13,098,403 (44.76%); 2021: ₩23,117,259 (76.49%); 2022: ₩9,614,508 (-58.41%); 2023: ₩14,048,507 (46.12%); 2024: ₩16,232,933 (15.55%); 2025: ₩14,676,876 (-9.59%)"
13,43,"₩13,724,403",1272.44%,582,"2014: ₩748,440 (-25.16%); 2015: ₩812,578 (8.57%); 2016: ₩1,122,483 (38.14%); 2017: ₩11,456,682 (920.66%); 2018: ₩7,174,803 (-37.37%); 2019: ₩9,079,257 (26.54%); 2020: ₩12,944,936 (42.58%); 2021: ₩23,264,855 (79.72%); 2022: ₩9,911,940 (-57.40%); 2023: ₩15,060,284 (51.94%); 2024: ₩15,345,898 (1.90%); 2025: ₩13,724,403 (-10.57%)"
13,44,"₩11,939,638",1093.96%,574,"2014: ₩606,171 (-39.38%); 2015: ₩511,931 (-15.55%); 2016: ₩704,059 (37.53%); 2017: ₩8,083,607 (1048.14%); 2018: ₩4,922,947 (-39.10%); 2019: ₩6,205,797 (26.06%); 2020: ₩9,296,051 (49.80%); 2021: ₩18,755,074 (101.75%); 2022: ₩8,658,862 (-53.83%); 2023: ₩13,233,597 (52.83%); 2024: ₩13,391,487 (1.19%); 2025: ₩11,939,638 (-10.84%)"
13,45,"₩11,809,117",1080.91%,570,"2014: ₩527,533 (-47.25%); 2015: ₩407,921 (-22.67%); 2016: ₩555,750 (36.24%); 2017: ₩6,340,769 (1040.94%); 2018: ₩3,739,962 (-41.02%); 2019: ₩4,680,883 (25.16%); 2020: ₩9,426,186 (101.38%); 2021: ₩17,390,949 (84.50%); 2022: ₩8,637,004 (-50.34%); 2023: ₩13,133,796 (52.06%); 2024: ₩13,245,094 (0.85%); 2025: ₩11,809,117 (-10.84%)"
13,46,"₩12,234,086",1123.41%,552,"2014: ₩612,195 (-38.78%); 2015: ₩367,956 (-39.90%); 2016: ₩490,833 (33.39%); 2017: ₩5,230,785 (965.69%); 2018: ₩3,197,069 (-38.88%); 2019: ₩4,841,536 (51.44%); 2020: ₩9,364,210 (93.41%); 2021: ₩17,505,539 (86.94%); 2022: ₩8,189,700 (-53.22%); 2023: ₩12,857,287 (56.99%); 2024: ₩14,027,239 (9.10%); 2025: ₩12,234,086 (-12.78%)"
13,47,"₩12,768,418",1176.84%,530,"2014: ₩569,687 (-43.03%); 2015: ₩309,781 (-45.62%); 2016: ₩392,188 (26.60%); 2017: ₩4,132,462 (953.70%); 2018: ₩2,493,885 (-39.65%); 2019: ₩4,021,006 (61.23%); 2020: ₩8,614,164 (114.23%); 2021: ₩15,936,601 (85.00%); 2022: ₩8,678,687 (-45.54%); 2023: ₩13,809,897 (59.12%); 2024: ₩14,782,774 (7.04%); 2025: ₩12,768,418 (-13.63%)"
13,48,"₩12,708,902",1170.89%,520,"2014: ₩683,869 (-31.61%); 2015: ₩427,213 (-37.53%); 2016: ₩534,211 (25.05%); 2017: ₩5,836,675 (992.58%); 2018: ₩2,554,749 (-56.23%); 2019: ₩4,126,636 (61.53%); 2020: ₩8,086,929 (95.97%); 2021: ₩14,871,315 (83.89%); 2022: ₩8,267,381 (-44.41%); 2023: ₩12,946,433 (56.60%); 2024: ₩14,059,554 (8.60%); 2025: ₩12,708,902 (-9.61%)"
13,49,"₩15,551,143",1455.11%,520,"2014: ₩472,233 (-52.78%); 2015: ₩298,140 (-36.87%); 2016: ₩363,971 (22.08%); 2017: ₩4,167,723 (1045.07%); 2018: ₩3,220,032 (-22.74%); 2019: ₩5,457,212 (69.48%); 2020: ₩10,396,440 (90.51%); 2021: ₩18,431,896 (77.29%); 2022: ₩9,755,216 (-47.07%); 2023: ₩15,212,614 (55.94%); 2024: ₩17,559,314 (15.43%); 2025: ₩15,551,143 (-11.44%)"
13,50,"₩17,293,283",1629.33%,516,"2014: ₩631,015 (-36.90%); 2015: ₩403,709 (-36.02%); 2016: ₩499,204 (23.65%); 2017: ₩5,255,205 (952.72%); 2018: ₩3,891,159 (-25.96%); 2019: ₩6,267,483 (61.07%); 2020: ₩12,469,020 (98.95%); 2021: ₩19,988,184 (60.30%); 2022: ₩10,578,104 (-47.08%); 2023: ₩16,716,613 (58.03%); 2024: ₩19,526,421 (16.81%); 2025: ₩17,293,283 (-11.44%)"
13,51,"₩12,133,604",1113.36%,498,"2014: ₩647,236 (-35.28%); 2015: ₩394,906 (-38.99%); 2016: ₩480,993 (21.80%); 2017: ₩5,232,593 (987.87%); 2018: ₩3,492,028 (-33.26%); 2019: ₩4,158,614 (19.09%); 2020: ₩8,483,040 (103.99%); 2021: ₩13,653,234 (60.95%); 2022: ₩7,704,021 (-43.57%); 2023: ₩12,198,265 (58.34%); 2024: ₩13,732,901 (12.58%); 2025: ₩12,133,604 (-11.65%)"
13,52,"₩13,197,559",1219.76%,488,"2014: ₩585,648 (-41.44%); 2015: ₩392,969 (-32.90%); 2016: ₩448,859 (14.22%); 2017: ₩4,532,116 (909.70%); 2018: ₩3,202,683 (-29.33%); 2019: ₩4,596,675 (43.53%); 2020: ₩9,282,820 (101.95%); 2021: ₩15,431,143 (66.23%); 2022: ₩8,340,908 (-45.95%); 2023: ₩12,771,891 (53.12%); 2024: ₩14,937,092 (16.95%); 2025: ₩13,197,559 (-11.65%)"
13,53,"₩14,931,768",1393.18%,482,"2014: ₩603,239 (-39.68%); 2015: ₩422,747 (-29.92%); 2016: ₩487,969 (15.43%); 2017: ₩4,425,408 (806.90%); 2018: ₩3,077,315 (-30.46%); 2019: ₩4,466,643 (45.15%); 2020: ₩9,296,484 (108.13%); 2021: ₩16,483,122 (77.30%); 2022: ₩9,218,144 (-44.08%); 2023: ₩14,231,457 (54.39%); 2024: ₩16,899,883 (18.75%); 2025: ₩14,931,768 (-11.65%)"
13,54,"₩17,352,891",1635.29%,474,"2014: ₩537,101 (-46.29%); 2015: ₩496,941 (-7.48%); 2016: ₩596,539 (20.04%); 2017: ₩5,472,707 (817.41%); 2018: ₩3,901,759 (-28.71%); 2019: ₩5,486,100 (40.61%); 2020: ₩12,055,784 (119.75%); 2021: ₩21,089,042 (74.93%); 2022: ₩11,263,055 (-46.59%); 2023: ₩15,845,329 (40.68%); 2024: ₩19,046,829 (20.20%); 2025: ₩17,352,891 (-8.89%)"
13,55,"₩26,195,243",2519.52%,474,"2014: ₩887,260 (-11.27%); 2015: ₩794,343 (-10.47%); 2016: ₩976,288 (22.91%); 2017: ₩8,556,827 (776.47%); 2018: ₩6,073,327 (-29.02%); 2019: ₩8,567,434 (41.07%); 2020: ₩17,668,159 (106.22%); 2021: ₩30,741,111 (73.99%); 2022: ₩16,700,430 (-45.67%); 2023: ₩23,909,263 (43.17%); 2024: ₩28,752,346 (20.26%); 2025: ₩26,195,243 (-8.89%)"
13,56,"₩31,647,004",3064.70%,472,"2014: ₩962,922 (-3.71%); 2015: ₩1,032,175 (7.19%); 2016: ₩1,263,290 (22.39%); 2017: ₩9,772,938 (673.61%); 2018: ₩6,359,745 (-34.92%); 2019: ₩11,145,369 (75.25%); 2020: ₩21,953,899 (96.98%); 2021: ₩39,171,089 (78.42%); 2022: ₩22,971,142 (-41.36%); 2023: ₩30,465,771 (32.63%); 2024: ₩34,819,517 (14.29%); 2025: ₩31,647,004 (-9.11%)"
13,57,"₩27,910,967",2691.10%,470,"2014: ₩827,872 (-17.21%); 2015: ₩884,126 (6.79%); 2016: ₩1,033,235 (16.87%); 2017: ₩8,637,172 (735.94%); 2018: ₩5,459,950 (-36.79%); 2019: ₩9,232,395 (69.09%); 2020: ₩17,763,895 (92.41%); 2021: ₩31,526,156 (77.47%); 2022: ₩19,128,069 (-39.33%); 2023: ₩26,824,881 (40.24%); 2024: ₩30,708,954 (14.48%); 2025: ₩27,910,967 (-9.11%)"
13,58,"₩81,991,554",8099.16%,458,"2014: ₩962,598 (-3.74%); 2015: ₩1,560,319 (62.09%); 2016: ₩1,865,433 (19.55%); 2017: ₩16,011,937 (758.35%); 2018: ₩15,449,718 (-3.51%); 2019: ₩26,776,379 (73.31%); 2020: ₩50,368,340 (88.11%); 2021: ₩90,787,617 (80.25%); 2022: ₩50,873,047 (-43.96%); 2023: ₩77,712,472 (52.76%); 2024: ₩92,269,469 (18.73%); 2025: ₩81,991,554 (-11.14%)"
13,59,"₩111,010,471",11001.05%,448,"2014: ₩893,749 (-10.63%); 2015: ₩1,435,473 (60.61%); 2016: ₩1,655,925 (15.36%); 2017: ₩14,844,303 (796.44%); 2018: ₩13,559,405 (-8.66%); 2019: ₩23,697,877 (74.77%); 2020: ₩45,476,569 (91.90%); 2021: ₩123,376,958 (171.30%); 2022: ₩66,540,512 (-46.07%); 2023: ₩100,810,540 (51.50%); 2024: ₩122,145,947 (21.16%); 2025: ₩111,010,471 (-9.12%)"
13,60,"₩105,744,973",10474.50%,450,"2014: ₩830,931 (-16.91%); 2015: ₩1,393,348 (67.69%); 2016: ₩1,593,390 (14.36%); 2017: ₩18,406,397 (1055.17%); 2018: ₩16,897,190 (-8.20%); 2019: ₩22,643,863 (34.01%); 2020: ₩43,835,228 (93.59%); 2021: ₩116,158,154 (164.99%); 2022: ₩63,608,876 (-45.24%); 2023: ₩96,435,792 (51.61%); 2024: ₩116,345,577 (20.65%); 2025: ₩105,744,973 (-9.11%)"
13,61,"₩142,391,264",14139.13%,440,"2014: ₩928,280 (-7.17%); 2015: ₩1,488,968 (60.40%); 2016: ₩1,715,969 (15.25%); 2017: ₩22,165,327 (1191.71%); 2018: ₩20,857,862 (-5.90%); 2019: ₩29,732,339 (42.55%); 2020: ₩56,079,146 (88.61%); 2021: ₩154,323,480 (175.19%); 2022: ₩84,056,595 (-45.53%); 2023: ₩129,250,728 (53.77%); 2024: ₩156,665,544 (21.21%); 2025: ₩142,391,264 (-9.11%)"
13,62,"₩119,417,527",11841.75%,438,"2014: ₩827,670 (-17.23%); 2015: ₩1,338,609 (61.73%); 2016: ₩1,445,538 (7.99%); 2017: ₩19,208,798 (1228.83%); 2018: ₩15,924,717 (-17.10%); 2019: ₩20,777,794 (30.48%); 2020: ₩40,148,128 (93.23%); 2021: ₩127,689,915 (218.05%); 2022: ₩69,477,147 (-45.59%); 2023: ₩107,553,090 (54.80%); 2024: ₩130,839,613 (21.65%); 2025: ₩119,417,527 (-8.73%)"
13,63,"₩61,466,667",6046.67%,436,"2014: ₩862,293 (-13.77%); 2015: ₩1,332,986 (54.59%); 2016: ₩1,391,472 (4.39%); 2017: ₩18,732,476 (1246.23%); 2018: ₩11,983,608 (-36.03%); 2019: ₩13,132,612 (9.59%); 2020: ₩25,976,070 (97.80%); 2021: ₩47,870,288 (84.29%); 2022: ₩25,925,377 (-45.84%); 2023: ₩40,877,907 (57.68%); 2024: ₩67,345,851 (64.75%); 2025: ₩61,466,667 (-8.73%)"
13,64,"₩57,091,657",5609.17%,434,"2014: ₩906,889 (-9.31%); 2015: ₩1,403,744 (54.79%); 2016: ₩1,561,672 (11.25%); 2017: ₩18,088,897 (1058.30%); 2018: ₩11,769,896 (-34.93%); 2019: ₩12,772,982 (8.52%); 2020: ₩24,265,356 (89.97%); 2021: ₩43,875,032 (80.81%); 2022: ₩24,038,953 (-45.21%); 2023: ₩37,968,342 (57.95%); 2024: ₩62,552,378 (64.75%); 2025: ₩57,091,657 (-8.73%)"
13,65,"₩49,772,944",4877.29%,428,"2014: ₩904,129 (-9.59%); 2015: ₩1,409,595 (55.91%); 2016: ₩1,532,416 (8.71%); 2017: ₩15,315,153 (899.41%); 2018: ₩10,040,490 (-34.44%); 2019: ₩12,317,933 (22.68%); 2020: ₩22,882,793 (85.77%); 2021: ₩38,523,139 (68.35%); 2022: ₩21,274,136 (-44.78%); 2023: ₩34,739,844 (63.30%); 2024: ₩55,583,390 (60.00%); 2025: ₩49,772,944 (-10.45%)"
13,66,"₩77,283,538",7628.35%,416,"2014: ₩858,494 (-14.15%); 2015: ₩1,227,785 (43.02%); 2016: ₩1,329,586 (8.29%); 2017: ₩20,526,364 (1443.82%); 2018: ₩13,360,379 (-34.91%); 2019: ₩16,424,475 (22.93%); 2020: ₩30,973,317 (88.58%); 2021: ₩55,938,432 (80.60%); 2022: ₩31,610,804 (-43.49%); 2023: ₩52,079,253 (64.75%); 2024: ₩86,305,544 (65.72%); 2025: ₩77,283,538 (-10.45%)"
13,67,"₩53,505,282",5250.53%,416,"2014: ₩844,564 (-15.54%); 2015: ₩1,212,275 (43.54%); 2016: ₩1,308,633 (7.95%); 2017: ₩20,277,483 (1449.52%); 2018: ₩13,692,652 (-32.47%); 2019: ₩15,514,991 (13.31%); 2020: ₩26,785,237 (72.64%); 2021: ₩47,632,231 (77.83%); 2022: ₩22,390,172 (-52.99%); 2023: ₩37,221,934 (66.24%); 2024: ₩59,544,653 (59.97%); 2025: ₩53,505,282 (-10.14%)"
13,68,"₩47,939,781",4693.98%,410,"2014: ₩916,683 (-8.33%); 2015: ₩1,285,640 (40.25%); 2016: ₩1,405,273 (9.31%); 2017: ₩19,777,937 (1307.41%); 2018: ₩11,223,746 (-43.25%); 2019: ₩13,271,351 (18.24%); 2020: ₩24,658,256 (85.80%); 2021: ₩41,779,818 (69.44%); 2022: ₩20,658,192 (-50.55%); 2023: ₩34,129,432 (65.21%); 2024: ₩53,350,951 (56.32%); 2025: ₩47,939,781 (-10.14%)"
13,69,"₩53,319,726",5231.97%,398,"2014: ₩919,017 (-8.10%); 2015: ₩1,284,073 (39.72%); 2016: ₩1,406,329 (9.52%); 2017: ₩19,192,035 (1264.69%); 2018: ₩10,930,757 (-43.05%); 2019: ₩13,965,315 (27.76%); 2020: ₩25,013,020 (79.11%); 2021: ₩44,717,324 (78.78%); 2022: ₩22,895,358 (-48.80%); 2023: ₩37,331,543 (63.05%); 2024: ₩59,298,956 (58.84%); 2025: ₩53,319,726 (-10.08%)"
13,70,"₩43,181,041",4218.10%,386,"2014: ₩1,028,318 (2.83%); 2015: ₩1,431,594 (39.22%); 2016: ₩1,407,551 (-1.68%); 2017: ₩12,467,333 (785.75%); 2018: ₩6,317,226 (-49.33%); 2019: ₩9,977,483 (57.94%); 2020: ₩18,052,873 (80.94%); 2021: ₩31,831,313 (76.32%); 2022: ₩17,694,621 (-44.41%); 2023: ₩31,347,098 (77.16%); 2024: ₩48,023,326 (53.20%); 2025: ₩43,181,041 (-10.08%)"
13,71,"₩47,246,562",4624.66%,388,"2014: ₩983,385 (-1.66%); 2015: ₩1,498,839 (52.42%); 2016: ₩1,497,712 (-0.08%); 2017: ₩12,932,224 (763.47%); 2018: ₩6,512,826 (-49.64%); 2019: ₩10,121,871 (55.41%); 2020: ₩18,474,680 (82.52%); 2021: ₩32,603,274 (76.48%); 2022: ₩17,866,276 (-45.20%); 2023: ₩31,889,736 (78.49%); 2024: ₩52,601,211 (64.95%); 2025: ₩47,246,562 (-10.18%)"
13,72,"₩35,353,873",3435.39%,386,"2014: ₩973,499 (-2.65%); 2015: ₩1,535,306 (57.71%); 2016: ₩1,473,315 (-4.04%); 2017: ₩9,823,055 (566.73%); 2018: ₩5,105,897 (-48.02%); 2019: ₩7,825,831 (53.27%); 2020: ₩13,144,772 (67.97%); 2021: ₩23,095,106 (75.70%); 2022: ₩13,200,542 (-42.84%); 2023: ₩22,722,222 (72.13%); 2024: ₩38,495,281 (69.42%); 2025: ₩35,353,873 (-8.16%)"
13,73,"₩51,116,228",5011.62%,380,"2014: ₩1,062,834 (6.28%); 2015: ₩1,067,452 (0.43%); 2016: ₩1,051,110 (-1.53%); 2017: ₩14,273,938 (1257.99%); 2018: ₩7,427,877 (-47.96%); 2019: ₩11,311,122 (52.28%); 2020: ₩18,958,520 (67.61%); 2021: ₩34,732,678 (83.20%); 2022: ₩19,937,916 (-42.60%); 2023: ₩32,761,477 (64.32%); 2024: ₩55,658,219 (69.89%); 2025: ₩51,116,228 (-8.16%)"
